ArticleID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
3111,10,10,9,7,10,9,6,4,1,6,2,8,2,1,1,6
3112,3,8,8,8,5,6,9,7,1,3,1,6,1,1,5,7
3113,3,4,6,9,10,8,9,6,1,8,5,6,1,7,8,8
3114,2,6,6,9,10,7,10,8,1,7,1,6,3,2,4,8
3115,10,9,9,10,5,9,10,8,1,10,1,6,1,1,1,8
3116,8,10,8,9,9,9,10,8,1,9,8,8,1,4,5,7
3117,8,7,8,7,10,6,7,6,1,7,1,3,1,5,1,8
3118,3,4,5,8,5,4,7,5,1,1,1,6,1,1,2,6
3119,8,8,7,10,10,9,9,7,1,10,1,4,1,2,1,8
3120,8,7,8,10,10,8,10,8,1,7,1,1,1,3,1,9
3121,5,8,7,10,10,8,10,9,1,7,6,6,1,1,3,9
3122,10,10,10,10,10,10,9,7,1,8,1,8,1,1,1,8
3123,5,8,9,6,5,8,9,9,1,6,1,3,1,1,1,9
3124,5,7,9,10,10,7,10,6,1,7,1,7,1,2,1,7
3125,8,10,10,10,10,10,10,9,1,6,7,6,2,1,5,9
3126,8,10,10,7,5,10,10,3,1,7,4,8,1,1,1,6
3127,5,8,9,10,10,8,9,6,1,10,1,9,1,1,1,7
3128,5,9,10,6,10,9,10,7,1,10,3,8,1,7,2,8
3129,9,6,5,5,5,8,8,3,1,7,5,9,1,3,1,4
3130,8,10,10,4,10,10,6,8,1,8,1,8,1,1,2,7
3131,1,7,10,10,10,8,7,7,1,4,1,3,1,1,1,8
3132,2,8,9,10,5,7,10,8,1,9,6,6,1,4,3,8
3133,7,8,9,4,10,8,4,8,1,8,4,8,1,1,1,6
3134,3,7,8,4,10,8,9,8,1,7,1,7,1,7,1,8
3135,4,8,6,4,10,8,10,5,1,1,1,4,1,1,1,7
3136,7,10,8,9,10,9,10,8,1,10,1,3,1,8,1,9
3137,9,7,6,9,5,7,10,9,1,8,1,6,1,1,5,9
3138,2,6,7,10,10,7,10,8,1,7,1,6,1,2,3,8
3139,10,10,10,8,10,10,9,8,1,8,5,8,1,3,1,7
3140,8,10,10,10,5,10,10,7,1,6,1,7,1,1,3,8
3141,9,9,8,10,10,8,9,7,1,7,5,8,1,3,2,6
3142,1,9,10,10,10,9,10,9,1,9,3,8,1,1,2,8
3143,8,9,6,8,10,9,7,9,1,6,1,4,1,1,5,9
3144,5,10,10,7,3,10,10,6,1,8,7,6,2,1,1,8
3145,9,10,10,10,5,8,10,7,1,10,1,6,1,3,2,8
3146,8,10,5,7,10,7,10,7,1,3,2,8,1,1,2,7
3147,7,10,10,4,10,9,8,9,1,6,1,8,2,1,6,8
3148,9,10,10,10,10,9,9,9,1,9,7,8,1,1,1,6
3149,2,6,9,6,5,7,10,3,1,9,1,4,1,1,2,7
3150,9,8,7,10,10,9,8,7,1,1,7,6,1,3,1,8
3151,2,6,5,4,10,7,9,6,1,10,7,7,1,1,1,8
3152,2,4,6,10,5,7,10,3,1,3,8,7,2,1,2,6
3153,5,10,8,10,10,10,10,8,1,8,1,8,1,1,1,7
3154,10,10,10,5,5,10,6,8,1,1,1,7,1,1,1,7
3155,5,8,7,10,5,9,7,4,1,6,1,6,1,3,2,6
3156,9,10,8,10,5,8,8,6,1,8,1,4,1,7,5,8
3157,10,10,10,10,5,10,9,3,1,8,1,9,1,1,1,6
3158,9,7,7,9,10,8,8,4,1,9,5,8,1,6,5,6
3159,8,10,9,6,5,9,9,2,1,8,6,9,1,1,1,4
3160,2,8,10,10,5,8,9,3,1,8,1,7,1,2,1,6
3161,9,10,10,10,10,9,7,7,1,1,1,3,1,1,1,8
3162,9,10,9,10,10,9,10,9,1,6,1,9,1,1,3,7
3163,9,9,10,10,10,9,9,9,1,7,1,9,1,2,1,7
3164,5,10,10,6,10,8,2,9,1,1,1,6,1,2,1,8
3165,4,10,9,2,5,8,5,3,1,1,1,7,1,1,5,6
3166,5,8,6,9,10,8,10,4,1,9,1,8,1,1,1,5
3167,5,9,8,10,10,10,10,7,1,3,1,2,1,6,5,8
3168,9,8,9,10,10,8,10,9,1,8,1,3,1,7,3,9
3169,7,9,8,10,5,9,7,8,1,9,7,7,1,1,6,8
3170,10,10,8,10,10,9,10,8,1,8,1,7,1,1,5,9
3171,8,10,10,10,10,9,8,6,1,3,1,5,3,4,1,8
3172,8,8,9,4,10,9,9,8,1,10,1,8,1,1,1,7
3173,9,10,9,10,10,9,9,8,1,1,1,7,1,1,1,7
3174,8,9,10,10,10,8,10,8,1,10,1,6,1,3,1,8
3175,10,10,10,10,10,10,10,9,1,9,8,7,2,1,7,8
3176,8,10,10,10,10,9,10,8,1,6,1,6,1,1,1,8
3177,3,6,6,10,10,7,10,8,1,10,1,4,1,1,5,8
3178,3,7,8,10,6,8,10,8,1,9,5,7,1,3,3,8
3179,8,10,7,4,5,9,7,7,1,1,1,8,1,1,2,7
3180,5,10,7,10,10,8,10,9,1,9,1,8,1,2,1,7
3181,5,7,7,10,10,8,9,6,1,10,1,8,1,1,4,7
3182,7,10,10,6,5,9,7,8,1,6,1,8,1,1,1,8
3183,2,8,8,10,10,9,10,9,1,1,1,8,1,1,1,7
3184,9,10,10,10,10,9,8,6,1,6,6,6,1,1,2,7
3185,5,10,10,6,10,9,10,8,1,9,6,8,1,1,6,7
3186,9,10,10,10,5,9,10,8,1,9,6,4,2,2,5,9
3187,3,7,8,6,10,9,10,9,1,10,1,4,1,4,8,9
3188,4,8,10,10,5,8,8,6,1,3,1,6,1,3,1,7
3189,10,10,10,8,5,10,10,9,1,1,3,8,1,1,5,7
3190,9,10,10,7,10,9,10,7,1,10,7,8,1,1,5,7
3191,2,6,6,4,10,7,9,3,1,1,1,7,1,2,5,7
3192,7,6,4,9,10,7,9,7,1,7,5,4,1,6,3,8
3193,1,9,10,10,10,9,10,8,1,9,1,7,1,3,1,7
3194,2,7,9,5,10,9,10,3,1,9,1,6,1,1,6,6
3195,7,8,9,10,5,8,10,7,1,10,1,4,1,2,5,8
3196,9,9,8,6,4,7,9,8,1,7,1,7,1,7,2,8
3197,2,4,6,10,10,4,9,7,1,7,1,6,1,1,2,8
3198,10,8,10,10,10,8,8,8,1,1,3,3,1,1,2,9
3199,10,10,10,10,10,9,7,6,1,8,1,8,1,1,2,6
3200,8,10,6,10,5,10,9,6,1,3,1,2,1,1,1,8
3201,8,10,10,7,5,10,10,8,1,5,1,7,1,1,2,7
3202,6,10,10,10,10,9,5,4,1,1,1,6,1,1,2,7
3203,5,10,10,10,10,10,10,6,1,10,1,6,1,1,5,8
3204,1,6,8,10,10,8,10,8,1,10,1,6,1,1,1,9
3205,8,10,10,10,5,10,10,8,1,1,1,7,1,4,1,8
3206,8,10,9,5,5,9,9,7,1,8,1,9,1,1,2,7
3207,5,10,10,10,10,10,10,8,1,8,1,4,1,1,5,9
3208,6,10,9,10,10,9,10,8,1,8,8,3,2,1,1,9
3209,8,9,10,9,5,8,5,3,1,6,5,9,1,1,2,4
3210,9,10,9,10,10,9,5,3,1,1,1,8,1,7,1,5
3211,10,10,10,10,10,10,5,8,1,3,3,9,1,1,1,6
3212,9,10,9,3,6,9,10,7,1,9,1,8,1,1,5,7
3213,9,10,8,9,10,9,10,7,1,10,1,7,1,7,2,8
3214,8,10,10,8,5,10,10,9,1,7,1,3,1,2,2,9
3215,1,8,8,6,10,6,5,5,1,1,1,7,1,1,5,7
3216,2,9,10,10,10,9,9,8,1,9,2,6,1,1,3,9
3217,4,10,9,10,10,8,10,8,1,1,1,6,1,3,5,9
3218,6,8,9,7,10,9,9,8,1,3,1,3,1,4,1,9
3219,3,6,7,6,5,7,10,7,1,10,1,7,1,7,8,8
3220,1,6,8,10,5,7,9,7,1,6,1,2,1,1,3,8
3221,4,10,10,10,10,9,10,8,1,1,1,8,1,1,1,8
3222,8,10,10,10,10,9,9,7,1,8,6,3,1,4,7,9
3223,9,10,6,8,5,9,10,7,1,6,1,6,1,2,2,8
3224,5,10,9,10,10,9,10,8,1,1,1,6,3,1,5,8
3225,5,7,6,6,4,9,9,7,1,3,1,8,1,1,1,7
3226,9,10,10,4,10,10,9,7,3,2,2,8,1,2,1,6
3227,9,10,10,10,10,9,9,7,1,7,1,7,1,1,5,8
3228,7,10,10,10,5,9,8,7,1,9,1,7,1,1,1,7
3229,9,8,10,10,10,9,8,8,1,1,4,8,2,1,1,7
3230,10,10,7,10,5,9,10,6,1,10,8,3,1,1,2,8
3231,9,10,10,10,5,9,8,4,1,9,6,7,1,2,5,7
3232,8,10,9,7,10,9,9,8,1,8,1,8,1,4,2,7
3233,8,6,7,9,5,7,8,7,1,3,1,6,1,3,2,8
3234,8,10,10,10,10,9,9,6,1,1,1,8,1,7,1,7
3235,8,9,8,10,5,8,10,7,1,9,1,7,1,2,2,8
3236,9,8,8,9,5,9,7,6,1,3,1,4,2,1,7,7
3237,8,8,7,10,5,9,9,7,1,6,1,4,1,6,1,8
3238,8,5,8,6,10,7,10,4,1,9,1,2,1,1,1,7
3239,9,10,3,3,10,8,4,3,1,1,1,6,1,1,1,5
3240,8,10,10,10,5,8,10,8,1,10,1,4,1,2,4,8
3241,5,4,9,10,10,6,4,6,1,1,1,6,1,1,1,7
3242,7,10,10,10,10,10,9,7,1,7,1,7,1,1,1,7
3243,1,8,4,6,5,8,9,6,1,6,1,6,1,6,6,8
3244,9,10,10,2,5,9,10,8,1,8,1,6,1,1,2,8
3245,10,10,10,8,10,10,9,4,1,10,1,8,2,1,1,6
3246,3,9,7,10,5,8,9,4,1,1,1,6,1,3,3,7
3247,7,10,9,10,8,9,9,6,1,1,1,8,1,1,2,7
3248,10,10,7,4,5,9,7,3,1,10,1,7,1,1,5,6
3249,1,6,6,3,5,7,9,9,1,9,1,3,1,1,2,9
3250,7,8,9,10,10,8,10,8,1,1,1,9,1,1,7,7
3251,8,7,7,9,10,8,9,6,1,6,1,6,1,6,5,8
3252,10,10,10,10,10,9,9,9,1,8,4,8,1,3,5,8
3253,9,10,10,10,5,10,8,6,1,1,1,8,1,1,1,6
3254,9,10,10,10,10,9,5,6,1,1,6,8,1,4,3,7
3255,8,10,10,10,10,9,10,6,1,7,1,6,1,6,4,8
3256,10,10,10,10,10,10,10,8,1,9,1,8,1,1,5,7
3257,3,8,9,10,10,8,9,3,1,9,6,8,1,1,5,6
3258,3,8,7,10,6,8,9,8,1,7,1,6,1,2,3,8
3259,4,8,7,9,10,5,3,3,1,1,1,7,1,1,3,6
3260,8,10,8,10,10,10,10,7,1,9,1,3,2,1,1,8
3261,9,10,9,9,10,10,10,9,1,9,1,3,1,1,5,9
3262,9,8,6,9,5,9,10,8,1,10,4,6,1,1,2,9
3263,1,7,8,10,5,6,7,6,1,3,1,6,1,1,5,7
3264,8,10,10,10,10,9,10,9,1,1,1,2,1,1,4,9
3265,8,9,9,10,5,9,10,9,1,9,1,6,1,3,2,9
3266,9,10,10,8,10,10,8,9,1,8,1,9,1,1,1,8
3267,5,10,10,10,10,10,10,8,1,1,1,3,1,1,5,8
3268,7,8,8,4,10,8,10,6,1,9,1,6,1,1,2,7
3269,5,8,8,9,10,9,7,6,1,10,1,7,1,1,1,6
3270,8,9,6,4,5,8,10,9,1,3,1,6,1,6,2,9
3271,1,8,10,7,10,7,10,8,1,9,1,5,1,1,1,8
3272,2,6,6,10,10,8,7,8,1,3,1,3,1,3,1,9
3273,5,10,10,4,10,8,8,6,1,9,1,8,1,1,1,7
3274,9,10,10,10,10,10,9,5,1,9,7,8,1,4,8,7
3275,9,9,9,4,5,9,10,8,1,9,5,9,1,1,1,7
3276,8,9,8,6,10,9,10,7,1,8,2,8,1,2,2,7
3277,9,9,8,10,10,9,9,8,1,7,5,3,1,2,3,9
3278,8,7,7,8,5,9,10,8,1,9,1,6,1,6,3,8
3279,9,10,8,6,10,10,7,9,1,8,1,9,1,1,1,6
3280,5,7,7,9,10,8,9,8,1,5,6,6,1,3,2,8
3281,3,8,6,10,10,8,10,8,1,9,1,7,1,2,1,7
3282,7,9,8,10,10,8,9,4,1,9,1,6,1,7,5,8
3283,9,8,8,10,10,9,10,9,1,9,1,5,3,1,5,9
3284,7,9,8,6,10,9,3,2,1,1,1,7,1,1,5,6
3285,10,10,10,10,5,9,10,6,1,6,7,9,1,1,1,7
3286,5,9,9,9,10,9,5,3,3,6,3,9,1,1,1,4
3287,1,6,7,10,10,8,9,9,1,7,1,5,1,5,3,9
3288,9,8,9,10,10,9,8,6,1,8,1,4,1,3,5,7
3289,3,9,10,5,10,7,9,8,1,10,1,6,1,7,6,9
3290,5,8,8,10,10,8,10,8,1,9,1,7,2,1,3,7
3291,10,10,10,10,10,10,9,9,1,6,1,7,1,3,5,8
3292,3,6,9,6,5,7,9,8,1,3,1,4,1,1,4,8
3293,8,10,10,10,10,10,10,7,1,9,1,3,1,1,1,9
3294,9,9,10,10,10,9,9,8,1,9,7,6,1,2,4,9
3295,5,7,8,10,10,8,6,3,1,1,8,7,1,2,2,7
3296,5,9,9,10,10,9,10,9,1,9,1,6,1,1,1,9
3297,2,7,7,10,10,8,10,6,1,7,3,7,1,1,3,7
3298,9,10,9,9,10,10,9,9,1,9,2,8,1,3,1,7
3299,9,10,8,5,10,9,1,6,1,1,6,9,1,1,2,7
3300,3,8,8,10,10,9,9,8,1,6,1,6,1,3,1,8
3301,2,7,8,9,10,9,9,4,1,8,1,8,1,2,2,6
3302,8,8,7,9,10,8,9,6,1,9,1,4,1,3,5,8
3303,3,4,9,9,5,7,9,7,1,4,4,9,1,1,2,6
3304,6,7,9,10,10,8,9,8,1,9,1,4,1,1,1,9
3305,8,10,10,10,10,10,10,6,1,8,6,7,1,7,2,8
3306,1,10,10,10,10,9,10,8,1,2,1,8,1,1,1,7
3307,9,10,9,10,10,9,10,9,1,10,3,6,1,3,5,9
3308,8,10,8,9,10,9,10,9,1,8,6,9,1,1,1,7
3309,8,7,8,10,5,6,10,6,1,8,1,8,1,2,1,7
3310,3,10,9,10,10,9,9,9,1,1,1,3,1,6,1,9
3311,9,8,7,10,10,9,8,7,1,1,1,3,1,6,5,8
3312,7,8,7,10,5,8,8,9,1,7,1,5,1,6,2,9
3313,1,9,10,3,10,9,10,4,1,3,5,7,1,1,5,7
3314,8,8,7,10,5,8,10,7,1,6,1,4,1,4,3,8
3315,2,9,8,6,10,9,9,8,1,1,1,8,1,1,1,7
3316,8,10,10,10,10,9,5,9,1,7,6,3,1,1,1,9
3317,1,10,10,9,5,9,10,6,1,3,1,3,1,1,3,8
3318,1,7,8,10,10,8,10,9,1,1,1,6,1,1,5,9
3319,8,10,9,10,10,9,8,8,1,6,1,8,1,2,2,7
3320,9,10,8,6,10,9,7,8,1,10,1,8,1,1,1,7
3321,10,10,10,10,5,10,9,8,1,10,7,8,1,2,1,7
3322,5,10,10,10,10,8,10,9,1,1,1,3,1,1,2,9
3323,5,8,8,4,5,8,9,6,1,9,1,8,1,1,1,6
3324,5,8,10,10,10,8,8,6,1,7,1,8,1,1,1,6
3325,5,10,10,10,10,10,10,9,1,9,1,3,1,1,2,9
3326,9,10,10,10,10,10,9,7,1,10,1,3,1,1,1,8
3327,5,10,8,4,10,9,10,6,1,9,1,6,1,1,5,8
3328,5,8,8,10,5,8,10,7,1,9,1,6,1,1,1,8
3329,9,10,10,10,10,10,10,9,1,3,1,8,1,3,5,8
3330,8,10,9,10,10,10,10,3,1,6,1,7,1,1,1,7
3331,5,7,8,10,10,9,7,4,1,9,1,7,1,1,2,7
3332,6,8,5,9,10,8,9,7,1,9,1,3,1,1,5,8
3333,9,10,10,9,10,9,9,9,1,7,1,3,1,1,1,9
3334,2,8,8,10,10,8,5,8,1,3,1,6,1,6,7,9
3335,9,8,8,10,10,9,10,9,1,10,1,6,1,6,5,8
3336,9,8,10,8,10,9,10,8,1,9,1,6,1,1,5,8
3337,1,6,6,10,5,7,9,3,1,10,1,7,1,1,5,6
3338,9,10,10,10,10,9,9,9,1,6,1,7,1,6,5,8
3339,8,9,9,10,6,8,8,6,1,7,7,8,1,2,1,7
3340,9,10,10,10,10,10,7,8,1,3,6,8,1,1,3,6
3341,5,10,10,10,10,10,10,8,1,7,1,6,1,7,1,9
3342,9,10,10,7,10,9,9,8,1,1,8,9,2,1,1,7
3343,9,10,8,9,10,9,10,8,1,1,1,7,1,1,1,9
3344,5,9,8,9,10,9,6,6,1,1,1,8,1,1,1,6
3345,1,7,10,10,5,8,10,7,1,10,1,8,1,1,6,7
3346,6,6,5,4,10,7,9,7,1,10,2,8,1,3,6,7
3347,3,8,9,10,10,8,10,8,1,1,7,8,2,1,1,8
3348,9,8,7,10,10,9,10,8,1,7,1,8,1,1,1,8
3349,5,9,8,4,8,8,10,5,1,9,1,7,1,1,1,7
3350,1,7,9,3,10,7,9,4,1,9,1,8,1,1,5,6
3351,10,8,7,10,10,8,8,5,1,6,1,6,1,3,1,7
3352,9,10,8,10,10,9,10,8,1,7,1,6,1,3,5,9
3353,1,10,7,5,10,8,10,6,1,8,1,8,1,1,1,6
3354,2,8,8,9,10,9,9,9,1,7,1,6,1,8,7,9
3355,10,10,9,10,10,9,7,6,1,8,1,8,1,4,3,7
3356,9,9,8,10,10,10,10,8,1,1,7,6,1,1,1,9
3357,9,10,10,10,10,10,10,8,1,7,1,6,1,6,5,9
3358,9,9,10,4,2,8,7,8,1,8,1,4,1,1,1,8
3359,9,9,9,10,5,10,9,8,1,2,1,7,3,1,3,8
3360,9,10,10,10,10,10,10,9,1,8,1,6,1,1,5,9
3361,3,10,10,10,5,9,4,3,1,1,1,9,1,1,2,4
3362,2,4,4,9,10,6,8,8,1,1,7,6,1,3,2,8
3363,10,9,9,9,10,9,10,6,1,6,1,7,1,1,1,7
3364,9,10,10,10,10,10,10,7,1,10,6,6,1,3,5,8
3365,9,10,10,10,10,10,10,7,1,8,1,8,1,3,2,7
3366,9,10,10,10,5,9,8,6,1,3,7,9,1,1,1,6
3367,1,7,6,7,5,8,10,7,1,1,1,7,1,1,3,7
3368,9,9,10,10,10,9,10,7,1,4,6,8,1,1,5,7
3369,9,10,6,9,10,9,10,9,1,9,1,6,1,2,1,9
3370,3,6,7,8,10,8,9,8,1,8,1,2,1,1,1,9
3371,5,7,8,10,10,8,10,9,1,9,1,3,1,1,5,9
3372,9,8,9,10,10,9,8,9,1,7,1,3,1,4,2,9
3373,1,3,7,4,5,7,8,9,1,4,1,3,1,6,1,9
3374,8,9,7,6,10,9,6,7,1,1,7,8,1,1,5,7
3375,8,10,7,9,10,9,8,4,1,1,7,7,2,1,4,6
3376,6,10,10,10,5,9,10,6,1,8,1,8,1,7,6,7
3377,6,10,9,8,10,9,7,9,1,7,6,6,1,1,2,9
3378,2,7,9,7,5,8,9,7,2,1,1,6,1,1,8,8
3379,9,10,10,10,10,10,10,7,1,1,1,2,1,1,1,8
3380,10,10,10,2,10,10,10,6,1,3,1,9,1,1,1,6
3381,2,9,8,10,10,9,9,7,1,10,1,7,1,2,2,8
3382,9,9,9,10,10,9,9,8,1,9,1,6,1,1,1,8
3383,7,8,7,10,10,10,10,8,1,6,6,9,2,1,1,7
3384,9,9,8,9,10,9,8,8,1,8,1,5,1,6,2,9
3385,9,9,9,6,10,9,9,7,1,8,2,8,1,1,2,7
3386,8,9,8,10,10,9,10,7,1,9,1,6,1,3,2,8
3387,9,10,10,10,5,10,10,8,1,4,1,7,1,2,1,7
3388,4,7,8,10,10,8,9,6,1,10,1,8,1,5,1,7
3389,1,7,8,10,10,8,9,9,1,8,1,3,1,1,5,9
3390,3,7,9,8,2,8,10,9,1,1,1,4,1,1,7,8
3391,5,10,10,10,5,7,9,8,1,6,1,4,1,1,6,9
3392,2,6,7,4,5,7,9,8,1,8,1,8,1,1,5,8
3393,8,9,7,8,7,8,9,8,1,6,1,6,1,1,5,8
3394,8,10,9,4,10,10,10,7,1,10,6,8,1,1,1,7
3395,5,8,8,10,10,7,10,3,1,1,1,4,1,1,1,5
3396,3,10,10,10,5,9,10,9,1,9,1,3,1,1,1,9
3397,5,10,10,10,10,10,8,5,1,10,3,7,1,1,1,7
3398,9,10,10,5,5,9,9,6,1,3,1,9,1,1,3,6
3399,9,8,6,6,10,9,10,9,1,7,1,7,1,1,5,8
3400,4,8,10,8,10,8,9,7,1,1,1,6,1,1,6,8
3401,3,10,10,10,10,9,6,6,1,3,1,7,1,1,5,7
3402,10,9,9,7,10,9,5,8,1,1,6,4,1,1,1,8
3403,2,10,8,6,10,8,9,8,1,6,6,8,1,4,3,7
3404,9,10,9,10,5,10,10,8,1,8,1,3,1,1,1,9
3405,8,8,7,10,10,8,10,8,1,1,1,3,1,6,6,9
3406,9,10,7,10,10,9,10,8,1,8,1,8,1,3,5,8
3407,10,10,10,4,10,10,10,4,1,6,4,9,1,1,1,4
3408,5,8,8,9,10,8,10,7,1,7,1,4,1,6,1,8
3409,5,8,10,10,10,8,8,8,1,9,1,5,1,1,1,9
3410,1,7,8,10,5,8,10,9,1,7,3,7,1,2,3,8
3411,8,10,10,10,5,10,9,6,1,7,1,6,1,1,6,7
3412,2,7,7,10,5,7,10,8,1,6,1,5,1,1,2,8
3413,2,9,8,9,10,9,10,8,1,3,1,6,1,1,1,8
3414,9,10,10,10,10,10,10,8,1,8,1,9,1,2,1,7
3415,7,10,8,7,5,9,10,8,1,9,5,6,1,6,3,9
3416,9,10,10,10,10,9,10,9,1,9,6,6,1,4,2,8
3417,8,10,10,4,10,10,9,6,1,1,3,7,1,1,3,7
3418,9,10,10,10,10,9,9,6,1,10,3,8,1,1,5,7
3419,9,10,10,10,10,9,10,6,1,10,1,8,2,1,1,6
3420,8,9,8,10,5,9,8,9,1,6,1,4,1,2,1,9
3421,5,9,8,10,10,7,10,8,1,10,1,4,1,1,5,9
3422,7,8,8,3,5,7,3,4,1,1,6,9,1,1,1,4
3423,9,10,10,5,10,8,8,8,1,6,1,8,1,1,5,7
3424,8,9,8,9,10,9,9,6,1,7,1,8,1,2,2,6
3425,7,8,8,3,5,9,7,6,1,8,5,8,1,1,1,6
3426,8,9,10,10,10,8,8,7,1,3,1,8,1,1,3,6
3427,2,9,8,8,5,8,10,6,1,8,2,8,1,1,4,6
3428,7,10,10,10,10,9,8,8,1,6,7,6,1,1,3,8
3429,8,10,10,10,10,9,10,9,1,8,1,7,1,3,1,9
3430,8,10,9,4,10,9,10,8,1,1,1,6,1,1,5,9
3431,1,10,10,10,10,8,9,8,1,6,1,7,1,1,6,8
3432,6,10,10,10,10,9,5,5,1,8,1,8,1,1,1,6
3433,9,10,10,10,10,9,5,5,1,1,3,9,1,2,1,7
3434,2,9,10,10,10,8,10,4,1,3,3,8,1,1,2,6
3435,5,10,9,10,10,10,10,9,1,10,1,7,1,1,1,8
3436,9,10,9,10,10,9,9,7,1,10,1,6,1,1,1,8
3437,8,10,10,9,5,9,10,9,1,9,6,8,1,1,1,7
3438,8,10,9,10,10,9,10,9,1,7,5,7,1,4,1,8
3439,6,10,10,10,10,9,10,7,1,3,4,8,1,1,1,6
3440,10,10,10,10,10,9,10,9,1,1,6,4,1,2,3,9
3441,4,7,9,10,10,8,10,9,1,9,5,7,1,1,4,7
3442,9,7,7,10,5,8,8,8,1,6,1,3,1,1,2,9
3443,10,9,7,9,10,8,10,7,1,3,1,7,1,1,1,8
3444,1,10,10,10,10,9,10,9,1,10,1,7,1,2,5,8
3445,9,10,10,10,5,10,10,8,1,10,6,8,2,1,1,8
3446,9,10,10,10,10,9,10,6,1,9,1,7,1,7,3,8
3447,9,10,9,10,10,10,9,8,1,7,2,6,1,2,1,9
3448,10,8,9,9,10,8,9,8,1,6,1,8,1,3,2,7
3449,8,10,10,10,10,9,10,9,1,10,1,3,1,1,2,9
3450,3,10,10,10,10,8,8,8,1,6,1,4,1,4,2,8
3451,8,8,8,10,10,9,10,9,1,6,1,3,1,3,2,9
3452,5,4,4,6,10,9,9,6,1,3,6,7,1,2,3,7
3453,10,8,10,10,10,9,10,8,1,2,1,7,1,1,1,7
3454,9,10,7,10,5,9,10,8,1,1,7,7,1,1,3,8
3455,5,9,10,10,10,9,9,7,1,9,8,6,2,1,3,8
3456,9,10,10,9,10,9,9,6,1,9,1,8,1,1,1,7
3457,1,8,10,10,10,9,10,4,1,10,1,9,1,8,2,6
3458,9,10,10,10,10,10,8,8,1,1,2,6,1,1,1,8
3459,2,8,6,10,5,8,9,7,1,8,6,6,1,1,3,8
3460,5,7,7,4,10,7,7,6,1,3,1,7,1,1,2,7
3461,8,9,7,9,10,8,7,6,1,3,1,5,1,7,2,8
3462,1,7,8,10,5,6,6,8,1,3,1,7,1,3,2,8
3463,8,10,10,10,10,9,10,9,1,9,1,7,1,1,6,9
3464,9,7,8,10,10,9,9,6,1,9,1,6,1,8,5,8
3465,10,10,10,5,10,10,9,6,1,9,1,6,1,2,1,7
3466,9,9,8,10,10,9,8,9,1,3,1,3,1,3,1,9
3467,4,8,7,9,5,8,10,8,1,7,1,6,1,1,5,8
3468,8,6,7,10,5,7,8,7,1,7,1,3,1,3,6,9
3469,9,10,10,7,10,9,8,8,1,6,5,8,1,2,1,7
3470,4,7,7,9,10,8,8,6,1,1,4,7,2,1,1,7
3471,3,4,6,7,6,5,5,3,1,1,1,8,1,1,2,6
3472,8,8,9,10,5,6,10,7,1,7,1,6,1,2,1,8
3473,9,8,9,10,5,9,10,7,1,10,4,3,1,3,3,8
3474,9,10,10,10,10,9,9,8,1,7,1,7,1,4,1,8
3475,8,8,7,10,10,8,9,8,1,10,5,4,1,1,1,9
3476,9,10,10,10,5,10,10,8,1,8,1,6,1,2,3,8
3477,9,10,9,10,10,10,10,9,1,10,8,3,1,2,7,9
3478,5,7,7,9,5,6,9,6,1,7,1,3,1,2,7,8
3479,1,7,9,7,10,8,10,3,1,9,1,7,1,1,2,6
3480,9,8,9,9,10,9,10,6,1,9,6,9,1,1,1,7
3481,5,10,10,10,10,10,10,4,1,10,2,6,1,2,2,7
3482,9,9,9,10,10,9,10,8,1,3,1,6,1,6,2,8
3483,2,4,6,9,10,6,10,7,1,8,1,4,2,1,2,8
3484,8,9,6,8,10,9,10,7,1,7,2,9,1,1,2,7
3485,9,10,9,7,10,10,10,8,1,9,1,6,1,5,1,8
3486,8,7,7,8,10,6,8,8,1,7,1,6,1,3,1,9
3487,8,6,8,10,10,4,8,7,1,9,1,5,1,6,6,8
3488,7,10,10,10,5,8,10,3,1,1,1,8,1,1,3,4
3489,9,9,10,10,10,8,9,7,1,1,1,6,1,3,3,8
3490,8,8,8,10,5,8,7,8,1,8,1,3,1,1,5,9
3491,8,8,9,10,10,9,9,8,1,10,1,7,2,1,2,8
3492,6,7,7,10,10,8,10,3,1,4,1,2,1,6,3,7
3493,5,7,8,10,10,7,10,7,1,1,1,6,1,1,3,8
3494,8,8,9,7,10,9,10,7,1,10,4,7,1,1,5,7
3495,5,9,10,10,10,9,8,8,1,1,1,4,1,6,1,9
3496,5,8,8,4,5,8,8,8,1,6,6,3,2,6,2,9
3497,9,10,10,10,5,9,7,3,1,9,6,8,1,1,5,4
3498,5,6,9,9,10,7,9,8,1,10,1,3,1,6,1,9
3499,8,9,9,10,5,8,10,9,1,9,1,5,1,2,2,9
3500,5,7,8,10,5,8,8,4,1,8,7,7,1,4,3,6
3501,9,8,9,8,10,9,10,9,1,7,1,4,1,7,3,9
3502,1,4,10,10,10,7,8,6,1,6,1,5,1,1,5,8
3503,8,10,8,10,10,10,10,7,1,9,1,7,1,1,3,7
3504,9,10,8,10,10,9,10,8,1,6,1,4,1,6,2,9
